Id,SalePrice
1461,135236.44411034582
1462,135236.44411034582
1463,216084.61089688534
1464,216084.61089688534
1465,216084.61089688534
1466,216084.61089688534
1467,216084.61089688534
1468,216084.61089688534
1469,135236.44411034582
1470,135236.44411034582
1471,216084.61089688534
1472,135236.44411034582
1473,135236.44411034582
1474,216084.61089688534
1475,135236.44411034582
1476,216084.61089688534
1477,216084.61089688534
1478,216084.61089688534
1479,216084.61089688534
1480,216084.61089688534
1481,216084.61089688534
1482,216084.61089688534
1483,216084.61089688534
1484,216084.61089688534
1485,216084.61089688534
1486,216084.61089688534
1487,216084.61089688534
1488,216084.61089688534
1489,216084.61089688534
1490,216084.61089688534
1491,216084.61089688534
1492,135236.44411034582
1493,216084.61089688534
1494,216084.61089688534
1495,216084.61089688534
1496,216084.61089688534
1497,216084.61089688534
1498,216084.61089688534
1499,216084.61089688534
1500,216084.61089688534
1501,216084.61089688534
1502,216084.61089688534
1503,135236.44411034582
1504,216084.61089688534
1505,216084.61089688534
1506,216084.61089688534
1507,216084.61089688534
1508,296932.7776834248
1509,135236.44411034582
1510,135236.44411034582
1511,135236.44411034582
1512,216084.61089688534
1513,216084.61089688534
1514,216084.61089688534
1515,216084.61089688534
1516,216084.61089688534
1517,135236.44411034582
1518,216084.61089688534
1519,216084.61089688534
1520,135236.44411034582
1521,135236.44411034582
1522,135236.44411034582
1523,135236.44411034582
1524,135236.44411034582
1525,135236.44411034582
1526,135236.44411034582
1527,135236.44411034582
1528,135236.44411034582
1529,135236.44411034582
1530,135236.44411034582
1531,135236.44411034582
1532,135236.44411034582
1533,135236.44411034582
1534,135236.44411034582
1535,135236.44411034582
1536,135236.44411034582
1537,135236.44411034582
1538,216084.61089688534
1539,296932.7776834248
1540,216084.61089688534
1541,135236.44411034582
1542,135236.44411034582
1543,135236.44411034582
1544,135236.44411034582
1545,135236.44411034582
1546,135236.44411034582
1547,135236.44411034582
1548,135236.44411034582
1549,135236.44411034582
1550,216084.61089688534
1551,135236.44411034582
1552,135236.44411034582
1553,135236.44411034582
1554,135236.44411034582
1555,216084.61089688534
1556,135236.44411034582
1557,135236.44411034582
1558,135236.44411034582
1559,135236.44411034582
1560,216084.61089688534
1561,216084.61089688534
1562,135236.44411034582
1563,135236.44411034582
1564,135236.44411034582
1565,135236.44411034582
1566,135236.44411034582
1567,135236.44411034582
1568,216084.61089688534
1569,216084.61089688534
1570,135236.44411034582
1571,135236.44411034582
1572,135236.44411034582
1573,135236.44411034582
1574,216084.61089688534
1575,135236.44411034582
1576,216084.61089688534
1577,216084.61089688534
1578,216084.61089688534
1579,135236.44411034582
1580,216084.61089688534
1581,135236.44411034582
1582,135236.44411034582
1583,216084.61089688534
1584,216084.61089688534
1585,135236.44411034582
1586,135236.44411034582
1587,135236.44411034582
