Id,SalePrice
1461,145648.49075710948
1462,145648.49075710948
1463,203188.3225946739
1464,203188.3225946739
1465,145648.49075710948
1466,203188.3225946739
1467,145648.49075710948
1468,203188.3225946739
1469,203188.3225946739
1470,145648.49075710948
1471,203188.3225946739
1472,145648.49075710948
1473,145648.49075710948
1474,203188.3225946739
1475,145648.49075710948
1476,203188.3225946739
1477,145648.49075710948
1478,203188.3225946739
1479,203188.3225946739
1480,260728.15443223828
1481,203188.3225946739
1482,203188.3225946739
1483,145648.49075710948
1484,145648.49075710948
1485,203188.3225946739
1486,203188.3225946739
1487,203188.3225946739
1488,203188.3225946739
1489,145648.49075710948
1490,203188.3225946739
1491,145648.49075710948
1492,145648.49075710948
1493,260728.15443223828
1494,203188.3225946739
1495,203188.3225946739
1496,203188.3225946739
1497,145648.49075710948
1498,145648.49075710948
1499,145648.49075710948
1500,145648.49075710948
1501,145648.49075710948
1502,145648.49075710948
1503,203188.3225946739
1504,203188.3225946739
1505,203188.3225946739
1506,145648.49075710948
1507,203188.3225946739
1508,203188.3225946739
1509,145648.49075710948
1510,145648.49075710948
1511,145648.49075710948
1512,145648.49075710948
1513,145648.49075710948
1514,145648.49075710948
1515,260728.15443223828
1516,203188.3225946739
1517,203188.3225946739
1518,145648.49075710948
1519,145648.49075710948
1520,145648.49075710948
1521,145648.49075710948
1522,260728.15443223828
1523,145648.49075710948
1524,145648.49075710948
1525,145648.49075710948
1526,145648.49075710948
1527,145648.49075710948
1528,145648.49075710948
1529,145648.49075710948
1530,203188.3225946739
1531,260728.15443223828
1532,203188.3225946739
1533,145648.49075710948
1534,145648.49075710948
1535,203188.3225946739
1536,145648.49075710948
1537,203188.3225946739
1538,145648.49075710948
1539,145648.49075710948
1540,145648.49075710948
1541,145648.49075710948
1542,145648.49075710948
1543,203188.3225946739
1544,145648.49075710948
1545,145648.49075710948
1546,260728.15443223828
1547,260728.15443223828
1548,145648.49075710948
1549,145648.49075710948
1550,203188.3225946739
1551,203188.3225946739
1552,203188.3225946739
1553,145648.49075710948
1554,145648.49075710948
1555,260728.15443223828
1556,145648.49075710948
1557,145648.49075710948
1558,145648.49075710948
1559,145648.49075710948
1560,203188.3225946739
1561,145648.49075710948
1562,145648.49075710948
1563,145648.49075710948
1564,260728.15443223828
1565,260728.15443223828
1566,260728.15443223828
1567,145648.49075710948
1568,203188.3225946739
1569,203188.3225946739
1570,203188.3225946739
1571,203188.3225946739
1572,145648.49075710948
1573,260728.15443223828
1574,145648.49075710948
1575,260728.15443223828
1576,203188.3225946739
1577,145648.49075710948
1578,145648.49075710948
1579,145648.49075710948
1580,203188.3225946739
1581,145648.49075710948
1582,145648.49075710948
1583,203188.3225946739
1584,203188.3225946739
1585,145648.49075710948
1586,145648.49075710948
1587,145648.49075710948
1588,145648.49075710948
1589,145648.49075710948
1590,203188.3225946739
1591,145648.49075710948
1592,203188.3225946739
1593,203188.3225946739
