Id,SalePrice
1461,147726.00430483103
1462,201634.773726376
1463,151710.02421589207
1464,151461.02297145076
1465,195534.24323756376
1466,131167.4215494835
1467,183955.68537104255
1468,134404.4377272206
1469,203128.78119302393
1470,145982.9955937418
1471,202630.7787041413
1472,96307.24732769918
1473,101536.27346096683
1474,142621.47879378404
1475,140255.96697159152
1476,238735.95914813215
1477,228402.40750381752
1478,247575.5033257989
1479,263013.58048116055
1480,371827.12430201576
1481,246205.99648137167
1482,206739.299237423
1483,201012.27061527272
1484,178726.6592377749
1485,128801.90972729097
1486,141625.47381601878
1487,240976.97034810402
1488,234751.9392370711
1489,187815.20465988296
1490,218940.36021504752
1491,139633.46386048823
1492,162168.07648242736
1493,222177.37639278462
1494,191923.7251931647
1495,210723.31914848406
1496,221430.37265946067
1497,140753.96946047415
1498,110873.8201275162
1499,110873.8201275162
1500,110873.8201275162
1501,130295.91719393888
1502,102158.77657207011
1503,212715.3291040146
1504,157561.553460263
1505,221928.3751483433
1506,263885.0848367051
1507,195534.24323756376
1508,196405.7475931084
1509,151959.0254603334
1510,189558.21337097217
1511,186694.69905989704
1512,224169.38634831517
1513,176983.6505266857
1514,251310.52199241865
1515,276335.14705877093
1516,163039.580837972
1517,176610.14866002373
1518,235872.44483705703
1519,220434.3676816954
1520,178477.6579933336
1521,186321.19719323507
1522,232884.42990376122
1523,139757.9644827089
1524,168642.1088379016
1525,157188.05159360106
1526,159180.06154913158
1527,158806.55968246958
1528,137765.95452717837
1529,182461.67790439466
1530,209851.81479293946
1531,180220.66670442282
1532,152706.02919365733
1533,203875.78492634787
1534,139135.4613716056
1535,164035.58581573726
1536,168144.10634901896
1537,139757.9644827089
1538,151959.0254603334
1539,180220.66670442282
1540,176610.14866002373
1541,144239.9868826526
1542,164409.0876823992
1543,180594.1685710848
1544,131416.4227939248
1545,111869.82510528146
1546,141749.9744382394
1547,155071.54101584986
1548,133283.93212723467
1549,104399.78777204196
1550,151710.02421589207
1551,169140.11132678424
1552,146729.99932706577
1553,133283.93212723467
1554,118592.858705197
1555,244711.98901472375
1556,126436.39790509846
1557,187068.20092655902
1558,110873.8201275162
1559,153453.03292698128
1560,152706.02919365733
1561,264258.58670336707
1562,147228.0018159484
1563,143741.98439376996
1564,207112.801104085
1565,125813.89479399518
1566,220807.86954835738
1567,130295.91719393888
1568,175240.6418155965
1569,167148.1013712537
1570,169887.1150601082
1571,181714.6741710707
1572,182088.1760377327
1573,223920.38510387385
1574,197775.25443753562
1575,214582.83843732448
1576,156192.04661583577
1577,188313.2071487656
1578,139633.46386048823
1579,156316.54723805643
1580,147228.0018159484
1581,163911.08519351657
1582,145235.99186041785
1583,282435.6775475832
1584,166152.09639348843
1585,141749.9744382394
1586,115853.84501634252
1587,159678.0640380142
1588,185076.19097102847
1589,134777.93959388256
1590,172626.12874896266
1591,155694.04412695314
1592,197526.2531930943
1593,142745.97941600467
1594,143492.98314932865
1595,147477.00306038972
1596,188686.70901542756
1597,173373.1324822866
1598,147726.00430483103
1599,164907.09017128183
1600,184453.68785992518
1601,103403.7827942767
1602,126685.39914953978
1603,154698.03914918788
1604,241101.47097032468
1605,165156.09141572317
1606,196156.74634866705
1607,291150.72110302927
1608,203751.2843041272
1609,187317.20217100033
1610,128801.90972729097
1611,193542.23328203324
1612,214209.3365706625
1613,203502.2830596859
1614,153826.53479364328
1615,104150.78652760065
1616,104150.78652760065
1617,104150.78652760065
1618,144986.99061597654
1619,139882.46510492955
1620,187566.20341544165
1621,113861.835060812
1622,143741.98439376996
1623,260648.068658968
1624,179598.1635933195
1625,145982.9955937418
1626,214707.33905954513
1627,153826.53479364328
1628,161670.07399354473
1629,155445.04288251183
1630,350164.0160356213
1631,220185.3664372541
1632,252057.5257257426
1633,129673.41408283557
1634,154698.03914918788
1635,124195.38670512661
1636,184329.18723770452
1637,153951.0354158639
1638,179847.16483776082
1639,244213.98652584112
1640,227779.90439271423
1641,248696.00892578482
1642,162666.07897131
1643,167895.10510457764
1644,157188.05159360106
1645,237988.9554148082
1646,175116.14119337584
1647,184702.6891043665
1648,183084.18101549795
1649,166899.10012681238
1650,143741.98439376996
1651,143741.98439376996
1652,96307.24732769918
1653,96307.24732769918
1654,136271.94706053048
1655,167521.60323791567
1656,142621.47879378404
1657,136271.94706053048
1658,142621.47879378404
1659,140255.96697159152
1660,175614.14368225847
1661,259527.56305898208
1662,206116.7961263197
1663,287664.7036808508
1664,369088.11061316135
1665,252306.5269701839
1666,258033.5555923342
