Id,SalePrice
1461,160755.86665627058
1462,160755.86665627058
1463,201494.2030418723
1464,200157.5671832862
1465,160755.86665627058
1466,212594.09212839144
1467,160755.86665627058
1468,200041.3379781918
1469,160755.86665627058
1470,160755.86665627058
1471,160755.86665627058
1472,190045.6263400698
1473,193706.8463005447
1474,195682.74278715023
1475,160755.86665627058
1476,201842.89065715563
1477,160755.86665627058
1478,160755.86665627058
1479,160755.86665627058
1480,160755.86665627058
1481,193474.38789035584
1482,160755.86665627058
1483,160755.86665627058
1484,160755.86665627058
1485,197368.06626101962
1486,212245.40451310814
1487,208990.98677046376
1488,160755.86665627058
1489,160755.86665627058
1490,160755.86665627058
1491,208874.75756536933
1492,160755.86665627058
1493,160755.86665627058
1494,224565.70025311894
1495,208584.18455263323
1496,160755.86665627058
1497,209572.13279593596
1498,195624.628184603
1499,195624.628184603
1500,197716.75387630294
1501,204690.50618196942
1502,192718.89805724198
1503,160755.86665627058
1504,211489.91467999425
1505,160755.86665627058
1506,160755.86665627058
1507,231365.10875114374
1508,195857.08659479188
1509,202307.80747753338
1510,160755.86665627058
1511,160755.86665627058
1512,160755.86665627058
1513,198181.67069668073
1514,160755.86665627058
1515,191672.835211392
1516,191963.4082241281
1517,160755.86665627058
1518,160755.86665627058
1519,160755.86665627058
1520,160755.86665627058
1521,160755.86665627058
1522,160755.86665627058
1523,190103.74094261703
1524,160755.86665627058
1525,160755.86665627058
1526,160755.86665627058
1527,160755.86665627058
1528,184466.6244955366
1529,160755.86665627058
1530,160755.86665627058
1531,200680.5986062112
1532,160755.86665627058
1533,160755.86665627058
1534,185396.45813629217
1535,195973.31579988633
1536,171507.0681275064
1537,160755.86665627058
1538,197716.75387630294
1539,225321.1900862328
1540,226309.13832953555
1541,195740.85738969746
1542,194578.56533875305
1543,213523.925769147
1544,160755.86665627058
1545,191207.91839101422
1546,180979.7483427034
1547,189696.93872478648
1548,197716.75387630294
1549,189348.25110950315
1550,196089.54500498076
1551,160755.86665627058
1552,223170.94979198562
1553,206085.25664310274
1554,199227.73354253068
1555,160755.86665627058
1556,189755.0533273337
1557,171216.4951147703
1558,179294.42486883397
1559,215499.8222557525
1560,203993.1309514028
1561,160755.86665627058
1562,160755.86665627058
1563,160755.86665627058
1564,160755.86665627058
1565,202598.38049026948
1566,160755.86665627058
1567,160755.86665627058
1568,210966.88325706928
1569,193183.81487761973
1570,160755.86665627058
1571,160755.86665627058
1572,160755.86665627058
1573,160755.86665627058
1574,160755.86665627058
1575,160755.86665627058
1576,209455.90359084154
1577,160755.86665627058
1578,196438.2326202641
1579,160755.86665627058
1580,207247.54869404715
1581,160755.86665627058
1582,160755.86665627058
1583,160755.86665627058
1584,222008.6577410412
1585,160755.86665627058
1586,160755.86665627058
1587,160755.86665627058
1588,160755.86665627058
1589,179817.45629175898
1590,160755.86665627058
1591,160755.86665627058
1592,160755.86665627058
1593,160755.86665627058
1594,264664.7760107012
1595,205620.33982272496
1596,213523.925769147
1597,223229.06439453285
1598,204690.50618196942
1599,160755.86665627058
1600,160755.86665627058
1601,160755.86665627058
1602,182839.41562421445
1603,160755.86665627058
1604,160755.86665627058
1605,211896.7168978248
1606,160755.86665627058
1607,160755.86665627058
1608,160755.86665627058
1609,160755.86665627058
1610,201436.08843932507
1611,160755.86665627058
1612,160755.86665627058
1613,160755.86665627058
1614,160755.86665627058
1615,192486.43964705308
1616,192486.43964705308
1617,192486.43964705308
1618,160755.86665627058
1619,160755.86665627058
1620,231423.22335369096
1621,198530.35831196402
1622,196496.3472228113
1623,160755.86665627058
1624,198239.78529922792
1625,160755.86665627058
1626,160755.86665627058
1627,199285.8481450779
1628,234851.984903977
1629,199692.65036290846
1630,160755.86665627058
1631,160755.86665627058
1632,160755.86665627058
1633,197426.18086356684
1634,200506.25479856954
1635,207770.58011697212
1636,160755.86665627058
1637,218173.09397292463
1638,212826.55053858034
1639,160755.86665627058
1640,226657.82594481885
1641,160755.86665627058
1642,211199.34166725815
1643,208177.38233480268
1644,209514.01819338877
1645,160755.86665627058
1646,160755.86665627058
1647,160755.86665627058
1648,160755.86665627058
1649,160755.86665627058
1650,160755.86665627058
1651,160755.86665627058
1652,190045.6263400698
1653,190045.6263400698
1654,203993.1309514028
1655,160755.86665627058
1656,195682.74278715023
1657,203993.1309514028
1658,195682.74278715023
1659,160755.86665627058
1660,160755.86665627058
1661,217591.94794745243
1662,237757.71503133804
1663,160755.86665627058
1664,160755.86665627058
